house,segment_id,source_file,protocol_role,block_id,block_role,validation_fold,row_start_inclusive,row_end_exclusive,row_count,valid_target_start_inclusive,valid_target_end_exclusive,valid_target_count,appliance,column_present,training_folds,finite_valid_targets,missing_valid_targets,on_valid_target_samples,on_valid_target_duration_seconds,complete_episodes,dependency_contained_complete_episodes,left_censored_runs,right_censored_runs
1,redd_house1_0,redd/redd_house1_0.csv,protocol_r_population,B5,locked_test,,18641,23302,4661,18896,23294,4398,dish washer,True,,4398,0,0,0,0,0,0,0
1,redd_house1_0,redd/redd_house1_0.csv,protocol_r_population,B5,locked_test,,18641,23302,4661,18896,23294,4398,washer dryer,True,,4398,0,0,0,0,0,0,0
1,redd_house1_1,redd/redd_house1_1.csv,protocol_r_population,B1,development,F1,0,5167,5167,255,5159,4904,fridge,True,F2;F3;F4,4904,0,1463,4389,7,7,1,0
1,redd_house1_1,redd/redd_house1_1.csv,protocol_r_population,B1,development,F1,0,5167,5167,255,5159,4904,microwave,True,F2;F3;F4,4904,0,80,240,4,3,0,0
1,redd_house1_1,redd/redd_house1_1.csv,protocol_r_population,B1,development,F1,0,5167,5167,255,5159,4904,dish washer,True,F2;F3;F4,4904,0,0,0,0,0,0,0
1,redd_house1_1,redd/redd_house1_1.csv,protocol_r_population,B1,development,F1,0,5167,5167,255,5159,4904,washer dryer,True,F2;F3;F4,4904,0,0,0,0,0,0,0
1,redd_house1_1,redd/redd_house1_1.csv,protocol_r_population,B2,development,F2,5167,10335,5168,5422,10327,4905,fridge,True,F1;F3;F4,4905,0,1257,3771,5,5,0,0
1,redd_house1_1,redd/redd_house1_1.csv,protocol_r_population,B2,development,F2,5167,10335,5168,5422,10327,4905,microwave,True,F1;F3;F4,4905,0,47,141,3,3,0,0
1,redd_house1_1,redd/redd_house1_1.csv,protocol_r_population,B2,development,F2,5167,10335,5168,5422,10327,4905,dish washer,True,F1;F3;F4,4905,0,0,0,0,0,0,0
1,redd_house1_1,redd/redd_house1_1.csv,protocol_r_population,B2,development,F2,5167,10335,5168,5422,10327,4905,washer dryer,True,F1;F3;F4,4905,0,0,0,0,0,0,0
1,redd_house1_1,redd/redd_house1_1.csv,protocol_r_population,B3,development,F3,10335,15503,5168,10590,15495,4905,fridge,True,F1;F2;F4,4905,0,984,2952,7,7,0,0
1,redd_house1_1,redd/redd_house1_1.csv,protocol_r_population,B3,development,F3,10335,15503,5168,10590,15495,4905,microwave,True,F1;F2;F4,4905,0,165,495,5,5,0,0
1,redd_house1_1,redd/redd_house1_1.csv,protocol_r_population,B3,development,F3,10335,15503,5168,10590,15495,4905,dish washer,True,F1;F2;F4,4905,0,0,0,0,0,0,0
1,redd_house1_1,redd/redd_house1_1.csv,protocol_r_population,B3,development,F3,10335,15503,5168,10590,15495,4905,washer dryer,True,F1;F2;F4,4905,0,0,0,0,0,0,0
1,redd_house1_1,redd/redd_house1_1.csv,protocol_r_population,B4,development,F4,15503,20671,5168,15758,20663,4905,fridge,True,F1;F2;F3,4905,0,1073,3219,9,6,0,1
1,redd_house1_1,redd/redd_house1_1.csv,protocol_r_population,B4,development,F4,15503,20671,5168,15758,20663,4905,microwave,True,F1;F2;F3,4905,0,54,162,2,1,0,0
1,redd_house1_1,redd/redd_house1_1.csv,protocol_r_population,B4,development,F4,15503,20671,5168,15758,20663,4905,dish washer,True,F1;F2;F3,4905,0,0,0,0,0,0,0
1,redd_house1_1,redd/redd_house1_1.csv,protocol_r_population,B4,development,F4,15503,20671,5168,15758,20663,4905,washer dryer,True,F1;F2;F3,4905,0,0,0,0,0,0,0
1,redd_house1_1,redd/redd_house1_1.csv,protocol_r_population,B5,locked_test,,20671,25839,5168,20926,25831,4905,fridge,True,,4905,0,1004,3012,3,3,1,1
1,redd_house1_1,redd/redd_house1_1.csv,protocol_r_population,B5,locked_test,,20671,25839,5168,20926,25831,4905,microwave,True,,4905,0,0,0,0,0,0,0
1,redd_house1_1,redd/redd_house1_1.csv,protocol_r_population,B5,locked_test,,20671,25839,5168,20926,25831,4905,dish washer,True,,4905,0,0,0,0,0,0,0
1,redd_house1_1,redd/redd_house1_1.csv,protocol_r_population,B5,locked_test,,20671,25839,5168,20926,25831,4905,washer dryer,True,,4905,0,0,0,0,0,0,0
1,redd_house1_2,redd/redd_house1_2.csv,protocol_r_population,B1,development,F1,0,5633,5633,255,5625,5370,fridge,True,F2;F3;F4,5370,0,1711,5133,5,5,0,0
1,redd_house1_2,redd/redd_house1_2.csv,protocol_r_population,B1,development,F1,0,5633,5633,255,5625,5370,microwave,True,F2;F3;F4,5370,0,53,159,1,1,0,0
1,redd_house1_2,redd/redd_house1_2.csv,protocol_r_population,B1,development,F1,0,5633,5633,255,5625,5370,dish washer,True,F2;F3;F4,5370,0,0,0,0,0,0,0
1,redd_house1_2,redd/redd_house1_2.csv,protocol_r_population,B1,development,F1,0,5633,5633,255,5625,5370,washer dryer,True,F2;F3;F4,5370,0,0,0,0,0,0,0
1,redd_house1_2,redd/redd_house1_2.csv,protocol_r_population,B2,development,F2,5633,11266,5633,5888,11258,5370,fridge,True,F1;F3;F4,5370,0,1157,3471,5,5,0,0
1,redd_house1_2,redd/redd_house1_2.csv,protocol_r_population,B2,development,F2,5633,11266,5633,5888,11258,5370,microwave,True,F1;F3;F4,5370,0,0,0,0,0,0,0
1,redd_house1_2,redd/redd_house1_2.csv,protocol_r_population,B2,development,F2,5633,11266,5633,5888,11258,5370,dish washer,True,F1;F3;F4,5370,0,0,0,0,0,0,0
1,redd_house1_2,redd/redd_house1_2.csv,protocol_r_population,B2,development,F2,5633,11266,5633,5888,11258,5370,washer dryer,True,F1;F3;F4,5370,0,0,0,0,0,0,0
1,redd_house1_2,redd/redd_house1_2.csv,protocol_r_population,B3,development,F3,11266,16899,5633,11521,16891,5370,fridge,True,F1;F2;F4,5370,0,1129,3387,5,5,0,1
1,redd_house1_2,redd/redd_house1_2.csv,protocol_r_population,B3,development,F3,11266,16899,5633,11521,16891,5370,microwave,True,F1;F2;F4,5370,0,42,126,3,3,0,0
1,redd_house1_2,redd/redd_house1_2.csv,protocol_r_population,B3,development,F3,11266,16899,5633,11521,16891,5370,dish washer,True,F1;F2;F4,5370,0,0,0,0,0,0,0
1,redd_house1_2,redd/redd_house1_2.csv,protocol_r_population,B3,development,F3,11266,16899,5633,11521,16891,5370,washer dryer,True,F1;F2;F4,5370,0,0,0,0,0,0,0
1,redd_house1_2,redd/redd_house1_2.csv,protocol_r_population,B4,development,F4,16899,22532,5633,17154,22524,5370,fridge,True,F1;F2;F3,5370,0,985,2955,4,4,1,0
1,redd_house1_2,redd/redd_house1_2.csv,protocol_r_population,B4,development,F4,16899,22532,5633,17154,22524,5370,microwave,True,F1;F2;F3,5370,0,0,0,0,0,0,0
1,redd_house1_2,redd/redd_house1_2.csv,protocol_r_population,B4,development,F4,16899,22532,5633,17154,22524,5370,dish washer,True,F1;F2;F3,5370,0,0,0,0,0,0,0
1,redd_house1_2,redd/redd_house1_2.csv,protocol_r_population,B4,development,F4,16899,22532,5633,17154,22524,5370,washer dryer,True,F1;F2;F3,5370,0,0,0,0,0,0,0
1,redd_house1_2,redd/redd_house1_2.csv,protocol_r_population,B5,locked_test,,22532,28165,5633,22787,28157,5370,fridge,True,,5370,0,1088,3264,6,5,0,0
1,redd_house1_2,redd/redd_house1_2.csv,protocol_r_population,B5,locked_test,,22532,28165,5633,22787,28157,5370,microwave,True,,5370,0,0,0,0,0,0,0
1,redd_house1_2,redd/redd_house1_2.csv,protocol_r_population,B5,locked_test,,22532,28165,5633,22787,28157,5370,dish washer,True,,5370,0,0,0,0,0,0,0
1,redd_house1_2,redd/redd_house1_2.csv,protocol_r_population,B5,locked_test,,22532,28165,5633,22787,28157,5370,washer dryer,True,,5370,0,0,0,0,0,0,0
1,redd_house1_3,redd/redd_house1_3.csv,protocol_r_population,B1,development,F1,0,6042,6042,255,6034,5779,fridge,True,F2;F3;F4,5779,0,1288,3864,5,5,0,0
1,redd_house1_3,redd/redd_house1_3.csv,protocol_r_population,B1,development,F1,0,6042,6042,255,6034,5779,microwave,True,F2;F3;F4,5779,0,0,0,0,0,0,0
1,redd_house1_3,redd/redd_house1_3.csv,protocol_r_population,B1,development,F1,0,6042,6042,255,6034,5779,dish washer,True,F2;F3;F4,5779,0,0,0,0,0,0,0
1,redd_house1_3,redd/redd_house1_3.csv,protocol_r_population,B1,development,F1,0,6042,6042,255,6034,5779,washer dryer,True,F2;F3;F4,5779,0,0,0,0,0,0,0
1,redd_house1_3,redd/redd_house1_3.csv,protocol_r_population,B2,development,F2,6042,12085,6043,6297,12077,5780,fridge,True,F1;F3;F4,5780,0,1234,3702,8,8,0,0
1,redd_house1_3,redd/redd_house1_3.csv,protocol_r_population,B2,development,F2,6042,12085,6043,6297,12077,5780,microwave,True,F1;F3;F4,5780,0,81,243,4,4,0,0
1,redd_house1_3,redd/redd_house1_3.csv,protocol_r_population,B2,development,F2,6042,12085,6043,6297,12077,5780,dish washer,True,F1;F3;F4,5780,0,0,0,0,0,0,0
1,redd_house1_3,redd/redd_house1_3.csv,protocol_r_population,B2,development,F2,6042,12085,6043,6297,12077,5780,washer dryer,True,F1;F3;F4,5780,0,0,0,0,0,0,0
1,redd_house1_3,redd/redd_house1_3.csv,protocol_r_population,B3,development,F3,12085,18127,6042,12340,18119,5779,fridge,True,F1;F2;F4,5779,0,1472,4416,7,7,0,0
1,redd_house1_3,redd/redd_house1_3.csv,protocol_r_population,B3,development,F3,12085,18127,6042,12340,18119,5779,microwave,True,F1;F2;F4,5779,0,93,279,5,5,0,0
1,redd_house1_3,redd/redd_house1_3.csv,protocol_r_population,B3,development,F3,12085,18127,6042,12340,18119,5779,dish washer,True,F1;F2;F4,5779,0,1797,5391,20,20,0,0
1,redd_house1_3,redd/redd_house1_3.csv,protocol_r_population,B3,development,F3,12085,18127,6042,12340,18119,5779,washer dryer,True,F1;F2;F4,5779,0,370,1110,4,4,0,0
1,redd_house1_3,redd/redd_house1_3.csv,protocol_r_population,B4,development,F4,18127,24170,6043,18382,24162,5780,fridge,True,F1;F2;F3,5780,0,2316,6948,4,4,0,0
1,redd_house1_3,redd/redd_house1_3.csv,protocol_r_population,B4,development,F4,18127,24170,6043,18382,24162,5780,microwave,True,F1;F2;F3,5780,0,0,0,0,0,0,0
1,redd_house1_3,redd/redd_house1_3.csv,protocol_r_population,B4,development,F4,18127,24170,6043,18382,24162,5780,dish washer,True,F1;F2;F3,5780,0,1,3,0,0,0,0
1,redd_house1_3,redd/redd_house1_3.csv,protocol_r_population,B4,development,F4,18127,24170,6043,18382,24162,5780,washer dryer,True,F1;F2;F3,5780,0,759,2277,6,6,0,0
1,redd_house1_3,redd/redd_house1_3.csv,protocol_r_population,B5,locked_test,,24170,30213,6043,24425,30205,5780,fridge,True,,5780,0,1194,3582,4,4,0,0
1,redd_house1_3,redd/redd_house1_3.csv,protocol_r_population,B5,locked_test,,24170,30213,6043,24425,30205,5780,microwave,True,,5780,0,70,210,4,4,0,0
1,redd_house1_3,redd/redd_house1_3.csv,protocol_r_population,B5,locked_test,,24170,30213,6043,24425,30205,5780,dish washer,True,,5780,0,1,3,0,0,0,0
1,redd_house1_3,redd/redd_house1_3.csv,protocol_r_population,B5,locked_test,,24170,30213,6043,24425,30205,5780,washer dryer,True,,5780,0,245,735,9,9,0,0
1,redd_house1_4,redd/redd_house1_4.csv,protocol_r_population,B1,development,F1,0,11279,11279,255,11271,11016,fridge,True,F2;F3;F4,11016,0,3174,9522,7,7,0,1
1,redd_house1_4,redd/redd_house1_4.csv,protocol_r_population,B1,development,F1,0,11279,11279,255,11271,11016,microwave,True,F2;F3;F4,11016,0,81,243,7,5,0,0
1,redd_house1_4,redd/redd_house1_4.csv,protocol_r_population,B1,development,F1,0,11279,11279,255,11271,11016,dish washer,True,F2;F3;F4,11016,0,1,3,0,0,0,0
1,redd_house1_4,redd/redd_house1_4.csv,protocol_r_population,B1,development,F1,0,11279,11279,255,11271,11016,washer dryer,True,F2;F3;F4,11016,0,0,0,0,0,0,0
1,redd_house1_4,redd/redd_house1_4.csv,protocol_r_population,B2,development,F2,11279,22559,11280,11534,22551,11017,fridge,True,F1;F3;F4,11017,0,2649,7947,12,12,1,0
1,redd_house1_4,redd/redd_house1_4.csv,protocol_r_population,B2,development,F2,11279,22559,11280,11534,22551,11017,microwave,True,F1;F3;F4,11017,0,71,213,4,3,0,0
1,redd_house1_4,redd/redd_house1_4.csv,protocol_r_population,B2,development,F2,11279,22559,11280,11534,22551,11017,dish washer,True,F1;F3;F4,11017,0,0,0,0,0,0,0
1,redd_house1_4,redd/redd_house1_4.csv,protocol_r_population,B2,development,F2,11279,22559,11280,11534,22551,11017,washer dryer,True,F1;F3;F4,11017,0,0,0,0,0,0,0
1,redd_house1_4,redd/redd_house1_4.csv,protocol_r_population,B3,development,F3,22559,33839,11280,22814,33831,11017,fridge,True,F1;F2;F4,11017,0,2591,7773,11,11,0,0
1,redd_house1_4,redd/redd_house1_4.csv,protocol_r_population,B3,development,F3,22559,33839,11280,22814,33831,11017,microwave,True,F1;F2;F4,11017,0,235,705,8,8,0,0
1,redd_house1_4,redd/redd_house1_4.csv,protocol_r_population,B3,development,F3,22559,33839,11280,22814,33831,11017,dish washer,True,F1;F2;F4,11017,0,1818,5454,19,19,0,0
1,redd_house1_4,redd/redd_house1_4.csv,protocol_r_population,B3,development,F3,22559,33839,11280,22814,33831,11017,washer dryer,True,F1;F2;F4,11017,0,0,0,0,0,0,0
1,redd_house1_4,redd/redd_house1_4.csv,protocol_r_population,B4,development,F4,33839,45119,11280,34094,45111,11017,fridge,True,F1;F2;F3,11017,0,3068,9204,13,12,0,0
1,redd_house1_4,redd/redd_house1_4.csv,protocol_r_population,B4,development,F4,33839,45119,11280,34094,45111,11017,microwave,True,F1;F2;F3,11017,0,283,849,9,9,0,0
1,redd_house1_4,redd/redd_house1_4.csv,protocol_r_population,B4,development,F4,33839,45119,11280,34094,45111,11017,dish washer,True,F1;F2;F3,11017,0,1290,3870,17,17,0,0
1,redd_house1_4,redd/redd_house1_4.csv,protocol_r_population,B4,development,F4,33839,45119,11280,34094,45111,11017,washer dryer,True,F1;F2;F3,11017,0,0,0,0,0,0,0
1,redd_house1_4,redd/redd_house1_4.csv,protocol_r_population,B5,locked_test,,45119,56399,11280,45374,56391,11017,fridge,True,,11017,0,3260,9780,9,9,0,0
1,redd_house1_4,redd/redd_house1_4.csv,protocol_r_population,B5,locked_test,,45119,56399,11280,45374,56391,11017,microwave,True,,11017,0,108,324,3,3,0,0
1,redd_house1_4,redd/redd_house1_4.csv,protocol_r_population,B5,locked_test,,45119,56399,11280,45374,56391,11017,dish washer,True,,11017,0,0,0,0,0,0,0
1,redd_house1_4,redd/redd_house1_4.csv,protocol_r_population,B5,locked_test,,45119,56399,11280,45374,56391,11017,washer dryer,True,,11017,0,0,0,0,0,0,0
1,redd_house1_5,redd/redd_house1_5.csv,protocol_r_population,B1,development,F1,0,5537,5537,255,5529,5274,fridge,True,F2;F3;F4,5274,0,1220,3660,5,5,1,0
1,redd_house1_5,redd/redd_house1_5.csv,protocol_r_population,B1,development,F1,0,5537,5537,255,5529,5274,microwave,True,F2;F3;F4,5274,0,87,261,4,4,0,0
1,redd_house1_5,redd/redd_house1_5.csv,protocol_r_population,B1,development,F1,0,5537,5537,255,5529,5274,dish washer,True,F2;F3;F4,5274,0,0,0,0,0,0,0
1,redd_house1_5,redd/redd_house1_5.csv,protocol_r_population,B1,development,F1,0,5537,5537,255,5529,5274,washer dryer,True,F2;F3;F4,5274,0,0,0,0,0,0,0
1,redd_house1_5,redd/redd_house1_5.csv,protocol_r_population,B2,development,F2,5537,11074,5537,5792,11066,5274,fridge,True,F1;F3;F4,5274,0,1229,3687,3,3,0,0
1,redd_house1_5,redd/redd_house1_5.csv,protocol_r_population,B2,development,F2,5537,11074,5537,5792,11066,5274,microwave,True,F1;F3;F4,5274,0,0,0,2,0,0,0
1,redd_house1_5,redd/redd_house1_5.csv,protocol_r_population,B2,development,F2,5537,11074,5537,5792,11066,5274,dish washer,True,F1;F3;F4,5274,0,0,0,0,0,0,0
1,redd_house1_5,redd/redd_house1_5.csv,protocol_r_population,B2,development,F2,5537,11074,5537,5792,11066,5274,washer dryer,True,F1;F3;F4,5274,0,0,0,0,0,0,0
1,redd_house1_5,redd/redd_house1_5.csv,protocol_r_population,B3,development,F3,11074,16611,5537,11329,16603,5274,fridge,True,F1;F2;F4,5274,0,1288,3864,6,6,0,0
1,redd_house1_5,redd/redd_house1_5.csv,protocol_r_population,B3,development,F3,11074,16611,5537,11329,16603,5274,microwave,True,F1;F2;F4,5274,0,0,0,0,0,0,0
1,redd_house1_5,redd/redd_house1_5.csv,protocol_r_population,B3,development,F3,11074,16611,5537,11329,16603,5274,dish washer,True,F1;F2;F4,5274,0,0,0,0,0,0,0
1,redd_house1_5,redd/redd_house1_5.csv,protocol_r_population,B3,development,F3,11074,16611,5537,11329,16603,5274,washer dryer,True,F1;F2;F4,5274,0,0,0,0,0,0,0
1,redd_house1_5,redd/redd_house1_5.csv,protocol_r_population,B4,development,F4,16611,22148,5537,16866,22140,5274,fridge,True,F1;F2;F3,5274,0,1263,3789,3,3,0,0
1,redd_house1_5,redd/redd_house1_5.csv,protocol_r_population,B4,development,F4,16611,22148,5537,16866,22140,5274,microwave,True,F1;F2;F3,5274,0,55,165,1,1,0,0
1,redd_house1_5,redd/redd_house1_5.csv,protocol_r_population,B4,development,F4,16611,22148,5537,16866,22140,5274,dish washer,True,F1;F2;F3,5274,0,1,3,0,0,0,0
1,redd_house1_5,redd/redd_house1_5.csv,protocol_r_population,B4,development,F4,16611,22148,5537,16866,22140,5274,washer dryer,True,F1;F2;F3,5274,0,0,0,0,0,0,0
1,redd_house1_5,redd/redd_house1_5.csv,protocol_r_population,B5,locked_test,,22148,27685,5537,22403,27677,5274,fridge,True,,5274,0,1219,3657,3,3,0,1
1,redd_house1_5,redd/redd_house1_5.csv,protocol_r_population,B5,locked_test,,22148,27685,5537,22403,27677,5274,microwave,True,,5274,0,0,0,0,0,0,0
1,redd_house1_5,redd/redd_house1_5.csv,protocol_r_population,B5,locked_test,,22148,27685,5537,22403,27677,5274,dish washer,True,,5274,0,0,0,0,0,0,0
1,redd_house1_5,redd/redd_house1_5.csv,protocol_r_population,B5,locked_test,,22148,27685,5537,22403,27677,5274,washer dryer,True,,5274,0,0,0,0,0,0,0
1,redd_house1_6,redd/redd_house1_6.csv,protocol_r_population,B1,development,F1,0,7254,7254,255,7246,6991,fridge,True,F2;F3;F4,6991,0,1599,4797,5,4,0,0
1,redd_house1_6,redd/redd_house1_6.csv,protocol_r_population,B1,development,F1,0,7254,7254,255,7246,6991,microwave,True,F2;F3;F4,6991,0,0,0,0,0,0,0
1,redd_house1_6,redd/redd_house1_6.csv,protocol_r_population,B1,development,F1,0,7254,7254,255,7246,6991,dish washer,True,F2;F3;F4,6991,0,1725,5175,20,15,0,0
1,redd_house1_6,redd/redd_house1_6.csv,protocol_r_population,B1,development,F1,0,7254,7254,255,7246,6991,washer dryer,True,F2;F3;F4,6991,0,0,0,0,0,0,0
1,redd_house1_6,redd/redd_house1_6.csv,protocol_r_population,B2,development,F2,7254,14509,7255,7509,14501,6992,fridge,True,F1;F3;F4,6992,0,1922,5766,18,18,0,1
1,redd_house1_6,redd/redd_house1_6.csv,protocol_r_population,B2,development,F2,7254,14509,7255,7509,14501,6992,microwave,True,F1;F3;F4,6992,0,346,1038,11,11,0,1
1,redd_house1_6,redd/redd_house1_6.csv,protocol_r_population,B2,development,F2,7254,14509,7255,7509,14501,6992,dish washer,True,F1;F3;F4,6992,0,0,0,0,0,0,0
1,redd_house1_6,redd/redd_house1_6.csv,protocol_r_population,B2,development,F2,7254,14509,7255,7509,14501,6992,washer dryer,True,F1;F3;F4,6992,0,792,2376,7,7,0,1
1,redd_house1_6,redd/redd_house1_6.csv,protocol_r_population,B3,development,F3,14509,21763,7254,14764,21755,6991,fridge,True,F1;F2;F4,6991,0,1759,5277,12,12,1,0
1,redd_house1_6,redd/redd_house1_6.csv,protocol_r_population,B3,development,F3,14509,21763,7254,14764,21755,6991,microwave,True,F1;F2;F4,6991,0,166,498,9,9,1,0
1,redd_house1_6,redd/redd_house1_6.csv,protocol_r_population,B3,development,F3,14509,21763,7254,14764,21755,6991,dish washer,True,F1;F2;F4,6991,0,2,6,0,0,0,0
1,redd_house1_6,redd/redd_house1_6.csv,protocol_r_population,B3,development,F3,14509,21763,7254,14764,21755,6991,washer dryer,True,F1;F2;F4,6991,0,1632,4896,37,35,1,0
1,redd_house1_6,redd/redd_house1_6.csv,protocol_r_population,B4,development,F4,21763,29018,7255,22018,29010,6992,fridge,True,F1;F2;F3,6992,0,1574,4722,7,7,0,0
1,redd_house1_6,redd/redd_house1_6.csv,protocol_r_population,B4,development,F4,21763,29018,7255,22018,29010,6992,microwave,True,F1;F2;F3,6992,0,0,0,0,0,0,0
1,redd_house1_6,redd/redd_house1_6.csv,protocol_r_population,B4,development,F4,21763,29018,7255,22018,29010,6992,dish washer,True,F1;F2;F3,6992,0,1780,5340,19,19,0,0
1,redd_house1_6,redd/redd_house1_6.csv,protocol_r_population,B4,development,F4,21763,29018,7255,22018,29010,6992,washer dryer,True,F1;F2;F3,6992,0,0,0,0,0,0,0
1,redd_house1_6,redd/redd_house1_6.csv,protocol_r_population,B5,locked_test,,29018,36273,7255,29273,36265,6992,fridge,True,,6992,0,1637,4911,9,9,0,0
1,redd_house1_6,redd/redd_house1_6.csv,protocol_r_population,B5,locked_test,,29018,36273,7255,29273,36265,6992,microwave,True,,6992,0,121,363,7,7,0,0
1,redd_house1_6,redd/redd_house1_6.csv,protocol_r_population,B5,locked_test,,29018,36273,7255,29273,36265,6992,dish washer,True,,6992,0,0,0,0,0,0,0
1,redd_house1_6,redd/redd_house1_6.csv,protocol_r_population,B5,locked_test,,29018,36273,7255,29273,36265,6992,washer dryer,True,,6992,0,0,0,0,0,0,0
1,redd_house1_7,redd/redd_house1_7.csv,protocol_r_population,B1,development,F1,0,6486,6486,255,6478,6223,fridge,True,F2;F3;F4,6223,0,2368,7104,11,11,0,0
1,redd_house1_7,redd/redd_house1_7.csv,protocol_r_population,B1,development,F1,0,6486,6486,255,6478,6223,microwave,True,F2;F3;F4,6223,0,59,177,3,3,0,0
1,redd_house1_7,redd/redd_house1_7.csv,protocol_r_population,B1,development,F1,0,6486,6486,255,6478,6223,dish washer,True,F2;F3;F4,6223,0,1,3,0,0,0,0
1,redd_house1_7,redd/redd_house1_7.csv,protocol_r_population,B1,development,F1,0,6486,6486,255,6478,6223,washer dryer,True,F2;F3;F4,6223,0,0,0,0,0,0,0
1,redd_house1_7,redd/redd_house1_7.csv,protocol_r_population,B2,development,F2,6486,12973,6487,6741,12965,6224,fridge,True,F1;F3;F4,6224,0,1361,4083,5,5,0,0
1,redd_house1_7,redd/redd_house1_7.csv,protocol_r_population,B2,development,F2,6486,12973,6487,6741,12965,6224,microwave,True,F1;F3;F4,6224,0,85,255,1,1,0,0
1,redd_house1_7,redd/redd_house1_7.csv,protocol_r_population,B2,development,F2,6486,12973,6487,6741,12965,6224,dish washer,True,F1;F3;F4,6224,0,0,0,0,0,0,0
1,redd_house1_7,redd/redd_house1_7.csv,protocol_r_population,B2,development,F2,6486,12973,6487,6741,12965,6224,washer dryer,True,F1;F3;F4,6224,0,1117,3351,13,13,0,0
1,redd_house1_7,redd/redd_house1_7.csv,protocol_r_population,B3,development,F3,12973,19459,6486,13228,19451,6223,fridge,True,F1;F2;F4,6223,0,1264,3792,4,3,0,0
1,redd_house1_7,redd/redd_house1_7.csv,protocol_r_population,B3,development,F3,12973,19459,6486,13228,19451,6223,microwave,True,F1;F2;F4,6223,0,54,162,1,1,0,0
1,redd_house1_7,redd/redd_house1_7.csv,protocol_r_population,B3,development,F3,12973,19459,6486,13228,19451,6223,dish washer,True,F1;F2;F4,6223,0,0,0,0,0,0,0
1,redd_house1_7,redd/redd_house1_7.csv,protocol_r_population,B3,development,F3,12973,19459,6486,13228,19451,6223,washer dryer,True,F1;F2;F4,6223,0,0,0,0,0,0,0
