house,chunk,segment_id,source_file,appliance,class_type,protocol_role,validation_fold,row_start_inclusive,row_end_exclusive,column_present,row_count,nominal_duration_seconds,finite_samples,missing_samples,active_samples,active_duration_seconds,on_rate,rising_transitions,falling_transitions,complete_cycles,left_censored_runs,right_censored_runs,support_pass
1,1,redd_house1_1,redd/redd_house1_1.csv,fridge,base,train_validation_pool,2,8613,17226,True,8613,25839,8613,0,1966,5898,0.2282596075699524,16,15,14,0,1,True
1,1,redd_house1_1,redd/redd_house1_1.csv,microwave,base,train_validation_pool,2,8613,17226,True,8613,25839,8613,0,193,579,0.022407987925229304,6,6,6,0,0,True
1,1,redd_house1_1,redd/redd_house1_1.csv,dish washer,base,train_validation_pool,2,8613,17226,True,8613,25839,8613,0,0,0,0.0,0,0,0,0,0,True
1,1,redd_house1_1,redd/redd_house1_1.csv,electric furnace,base,train_validation_pool,2,8613,17226,False,8613,25839,0,0,0,0,0.0,0,0,0,0,0,True
1,1,redd_house1_1,redd/redd_house1_1.csv,washer dryer,optional_exploratory,train_validation_pool,2,8613,17226,True,8613,25839,8613,0,0,0,0.0,0,0,0,0,0,True
1,1,redd_house1_1,redd/redd_house1_1.csv,fridge,base,train_validation_pool,3,17226,25839,True,8613,25839,8613,0,1808,5424,0.20991524439800302,8,8,7,1,1,True
1,1,redd_house1_1,redd/redd_house1_1.csv,microwave,base,train_validation_pool,3,17226,25839,True,8613,25839,8613,0,54,162,0.006269592476489028,1,1,1,0,0,True
1,1,redd_house1_1,redd/redd_house1_1.csv,dish washer,base,train_validation_pool,3,17226,25839,True,8613,25839,8613,0,0,0,0.0,0,0,0,0,0,True
1,1,redd_house1_1,redd/redd_house1_1.csv,electric furnace,base,train_validation_pool,3,17226,25839,False,8613,25839,0,0,0,0,0.0,0,0,0,0,0,True
1,1,redd_house1_1,redd/redd_house1_1.csv,washer dryer,optional_exploratory,train_validation_pool,3,17226,25839,True,8613,25839,8613,0,0,0,0.0,0,0,0,0,0,True
1,2,redd_house1_2,redd/redd_house1_2.csv,fridge,base,train_validation_pool,1,0,9389,True,9389,28167,9389,0,2410,7230,0.2566833528597295,9,10,8,0,0,True
1,2,redd_house1_2,redd/redd_house1_2.csv,microwave,base,train_validation_pool,1,0,9389,True,9389,28167,9389,0,53,159,0.005644903610608158,2,2,1,0,0,True
1,2,redd_house1_2,redd/redd_house1_2.csv,dish washer,base,train_validation_pool,1,0,9389,True,9389,28167,9389,0,0,0,0.0,0,0,0,0,0,True
1,2,redd_house1_2,redd/redd_house1_2.csv,electric furnace,base,train_validation_pool,1,0,9389,False,9389,28167,0,0,0,0,0.0,0,0,0,0,0,True
1,2,redd_house1_2,redd/redd_house1_2.csv,washer dryer,optional_exploratory,train_validation_pool,1,0,9389,True,9389,28167,9389,0,0,0,0.0,0,0,0,0,0,True
1,2,redd_house1_2,redd/redd_house1_2.csv,fridge,base,train_validation_pool,2,9389,18777,True,9388,28164,9388,0,1911,5733,0.2035577332765232,9,9,9,0,0,True
1,2,redd_house1_2,redd/redd_house1_2.csv,microwave,base,train_validation_pool,2,9389,18777,True,9388,28164,9388,0,42,126,0.004473796335747763,4,4,3,0,0,True
1,2,redd_house1_2,redd/redd_house1_2.csv,dish washer,base,train_validation_pool,2,9389,18777,True,9388,28164,9388,0,0,0,0.0,0,0,0,0,0,True
1,2,redd_house1_2,redd/redd_house1_2.csv,electric furnace,base,train_validation_pool,2,9389,18777,False,9388,28164,0,0,0,0,0.0,0,0,0,0,0,True
1,2,redd_house1_2,redd/redd_house1_2.csv,washer dryer,optional_exploratory,train_validation_pool,2,9389,18777,True,9388,28164,9388,0,0,0,0.0,0,0,0,0,0,True
1,2,redd_house1_2,redd/redd_house1_2.csv,fridge,base,train_validation_pool,3,18777,28165,True,9388,28164,9388,0,2037,6111,0.2169791222837665,10,10,9,0,0,True
1,2,redd_house1_2,redd/redd_house1_2.csv,microwave,base,train_validation_pool,3,18777,28165,True,9388,28164,9388,0,0,0,0.0,0,0,0,0,0,True
1,2,redd_house1_2,redd/redd_house1_2.csv,dish washer,base,train_validation_pool,3,18777,28165,True,9388,28164,9388,0,0,0,0.0,0,0,0,0,0,True
1,2,redd_house1_2,redd/redd_house1_2.csv,electric furnace,base,train_validation_pool,3,18777,28165,False,9388,28164,0,0,0,0,0.0,0,0,0,0,0,True
1,2,redd_house1_2,redd/redd_house1_2.csv,washer dryer,optional_exploratory,train_validation_pool,3,18777,28165,True,9388,28164,9388,0,0,0,0.0,0,0,0,0,0,True
1,3,redd_house1_3,redd/redd_house1_3.csv,fridge,base,train_validation_pool,1,0,10071,True,10071,30213,10071,0,2010,6030,0.19958296097706285,8,8,8,0,0,True
1,3,redd_house1_3,redd/redd_house1_3.csv,microwave,base,train_validation_pool,1,0,10071,True,10071,30213,10071,0,0,0,0.0,0,0,0,0,0,True
1,3,redd_house1_3,redd/redd_house1_3.csv,dish washer,base,train_validation_pool,1,0,10071,True,10071,30213,10071,0,0,0,0.0,0,0,0,0,0,True
1,3,redd_house1_3,redd/redd_house1_3.csv,electric furnace,base,train_validation_pool,1,0,10071,False,10071,30213,0,0,0,0,0.0,0,0,0,0,0,True
1,3,redd_house1_3,redd/redd_house1_3.csv,washer dryer,optional_exploratory,train_validation_pool,1,0,10071,True,10071,30213,10071,0,0,0,0.0,0,0,0,0,0,True
1,3,redd_house1_3,redd/redd_house1_3.csv,fridge,base,train_validation_pool,2,10071,20142,True,10071,30213,10071,0,3141,9423,0.3118856121537087,21,20,13,0,1,True
1,3,redd_house1_3,redd/redd_house1_3.csv,microwave,base,train_validation_pool,2,10071,20142,True,10071,30213,10071,0,174,522,0.017277330950253203,10,10,9,0,0,True
1,3,redd_house1_3,redd/redd_house1_3.csv,dish washer,base,train_validation_pool,2,10071,20142,True,10071,30213,10071,0,1797,5391,0.17843312481382187,20,20,20,0,0,True
1,3,redd_house1_3,redd/redd_house1_3.csv,electric furnace,base,train_validation_pool,2,10071,20142,False,10071,30213,0,0,0,0,0.0,0,0,0,0,0,True
1,3,redd_house1_3,redd/redd_house1_3.csv,washer dryer,optional_exploratory,train_validation_pool,2,10071,20142,True,10071,30213,10071,0,1129,3387,0.11210406116572337,10,10,10,0,0,True
1,3,redd_house1_3,redd/redd_house1_3.csv,fridge,base,train_validation_pool,3,20142,30213,True,10071,30213,10071,0,2353,7059,0.23364114785026313,7,8,6,1,0,True
1,3,redd_house1_3,redd/redd_house1_3.csv,microwave,base,train_validation_pool,3,20142,30213,True,10071,30213,10071,0,70,210,0.006950650382285771,4,4,4,0,0,True
1,3,redd_house1_3,redd/redd_house1_3.csv,dish washer,base,train_validation_pool,3,20142,30213,True,10071,30213,10071,0,2,6,0.0001985900109224506,2,2,0,0,0,True
1,3,redd_house1_3,redd/redd_house1_3.csv,electric furnace,base,train_validation_pool,3,20142,30213,False,10071,30213,0,0,0,0,0.0,0,0,0,0,0,True
1,3,redd_house1_3,redd/redd_house1_3.csv,washer dryer,optional_exploratory,train_validation_pool,3,20142,30213,True,10071,30213,10071,0,245,735,0.0243272763380002,9,9,9,0,0,True
1,4,redd_house1_4,redd/redd_house1_4.csv,fridge,base,train_validation_pool,1,0,18800,True,18800,56400,18800,0,5256,15768,0.2795744680851064,21,21,18,0,0,True
1,4,redd_house1_4,redd/redd_house1_4.csv,microwave,base,train_validation_pool,1,0,18800,True,18800,56400,18800,0,181,543,0.009627659574468084,15,15,11,0,0,True
1,4,redd_house1_4,redd/redd_house1_4.csv,dish washer,base,train_validation_pool,1,0,18800,True,18800,56400,18800,0,1,3,5.319148936170213e-05,1,1,0,0,0,True
1,4,redd_house1_4,redd/redd_house1_4.csv,electric furnace,base,train_validation_pool,1,0,18800,False,18800,56400,0,0,0,0,0.0,0,0,0,0,0,True
1,4,redd_house1_4,redd/redd_house1_4.csv,washer dryer,optional_exploratory,train_validation_pool,1,0,18800,True,18800,56400,18800,0,0,0,0.0,0,0,0,0,0,True
1,4,redd_house1_4,redd/redd_house1_4.csv,fridge,base,train_validation_pool,2,18800,37600,True,18800,56400,18800,0,4649,13947,0.24728723404255318,26,25,21,0,1,True
1,4,redd_house1_4,redd/redd_house1_4.csv,microwave,base,train_validation_pool,2,18800,37600,True,18800,56400,18800,0,394,1182,0.020957446808510638,20,20,13,0,0,True
1,4,redd_house1_4,redd/redd_house1_4.csv,dish washer,base,train_validation_pool,2,18800,37600,True,18800,56400,18800,0,1819,5457,0.09675531914893618,20,20,19,0,0,True
1,4,redd_house1_4,redd/redd_house1_4.csv,electric furnace,base,train_validation_pool,2,18800,37600,False,18800,56400,0,0,0,0,0.0,0,0,0,0,0,True
1,4,redd_house1_4,redd/redd_house1_4.csv,washer dryer,optional_exploratory,train_validation_pool,2,18800,37600,True,18800,56400,18800,0,0,0,0.0,0,0,0,0,0,True
1,4,redd_house1_4,redd/redd_house1_4.csv,fridge,base,train_validation_pool,3,37600,56399,True,18799,56397,18799,0,5042,15126,0.2682057556252992,15,16,13,1,0,True
1,4,redd_house1_4,redd/redd_house1_4.csv,microwave,base,train_validation_pool,3,37600,56399,True,18799,56397,18799,0,232,696,0.012341081972445343,10,10,7,0,0,True
1,4,redd_house1_4,redd/redd_house1_4.csv,dish washer,base,train_validation_pool,3,37600,56399,True,18799,56397,18799,0,1289,3867,0.0685674769934571,18,18,17,0,0,True
1,4,redd_house1_4,redd/redd_house1_4.csv,electric furnace,base,train_validation_pool,3,37600,56399,False,18799,56397,0,0,0,0,0.0,0,0,0,0,0,True
1,4,redd_house1_4,redd/redd_house1_4.csv,washer dryer,optional_exploratory,train_validation_pool,3,37600,56399,True,18799,56397,18799,0,0,0,0.0,0,0,0,0,0,True
1,5,redd_house1_5,redd/redd_house1_5.csv,fridge,base,train_validation_pool,1,0,9229,True,9229,27687,9229,0,2291,6873,0.24823924585545562,9,10,7,1,0,True
1,5,redd_house1_5,redd/redd_house1_5.csv,microwave,base,train_validation_pool,1,0,9229,True,9229,27687,9229,0,113,339,0.012244013435908549,6,6,6,0,0,True
1,5,redd_house1_5,redd/redd_house1_5.csv,dish washer,base,train_validation_pool,1,0,9229,True,9229,27687,9229,0,0,0,0.0,0,0,0,0,0,True
1,5,redd_house1_5,redd/redd_house1_5.csv,electric furnace,base,train_validation_pool,1,0,9229,False,9229,27687,0,0,0,0,0.0,0,0,0,0,0,True
1,5,redd_house1_5,redd/redd_house1_5.csv,washer dryer,optional_exploratory,train_validation_pool,1,0,9229,True,9229,27687,9229,0,0,0,0.0,0,0,0,0,0,True
1,5,redd_house1_5,redd/redd_house1_5.csv,fridge,base,train_validation_pool,2,9229,18457,True,9228,27684,9228,0,2136,6408,0.23146944083224968,8,8,8,0,0,True
1,5,redd_house1_5,redd/redd_house1_5.csv,microwave,base,train_validation_pool,2,9229,18457,True,9228,27684,9228,0,0,0,0.0,0,0,0,0,0,True
1,5,redd_house1_5,redd/redd_house1_5.csv,dish washer,base,train_validation_pool,2,9229,18457,True,9228,27684,9228,0,0,0,0.0,0,0,0,0,0,True
1,5,redd_house1_5,redd/redd_house1_5.csv,electric furnace,base,train_validation_pool,2,9229,18457,False,9228,27684,0,0,0,0,0.0,0,0,0,0,0,True
1,5,redd_house1_5,redd/redd_house1_5.csv,washer dryer,optional_exploratory,train_validation_pool,2,9229,18457,True,9228,27684,9228,0,0,0,0.0,0,0,0,0,0,True
1,5,redd_house1_5,redd/redd_house1_5.csv,fridge,base,train_validation_pool,3,18457,27685,True,9228,27684,9228,0,2057,6171,0.2229085392284352,6,5,5,0,1,True
1,5,redd_house1_5,redd/redd_house1_5.csv,microwave,base,train_validation_pool,3,18457,27685,True,9228,27684,9228,0,55,165,0.0059601213697442566,1,1,1,0,0,True
1,5,redd_house1_5,redd/redd_house1_5.csv,dish washer,base,train_validation_pool,3,18457,27685,True,9228,27684,9228,0,1,3,0.00010836584308625921,1,1,0,0,0,True
1,5,redd_house1_5,redd/redd_house1_5.csv,electric furnace,base,train_validation_pool,3,18457,27685,False,9228,27684,0,0,0,0,0.0,0,0,0,0,0,True
1,5,redd_house1_5,redd/redd_house1_5.csv,washer dryer,optional_exploratory,train_validation_pool,3,18457,27685,True,9228,27684,9228,0,0,0,0.0,0,0,0,0,0,True
1,6,redd_house1_6,redd/redd_house1_6.csv,fridge,base,train_validation_pool,1,0,12091,True,12091,36273,12091,0,2964,8892,0.2451410139773385,13,13,12,0,0,True
1,6,redd_house1_6,redd/redd_house1_6.csv,microwave,base,train_validation_pool,1,0,12091,True,12091,36273,12091,0,204,612,0.016872053593582004,8,8,6,0,0,True
1,6,redd_house1_6,redd/redd_house1_6.csv,dish washer,base,train_validation_pool,1,0,12091,True,12091,36273,12091,0,1823,5469,0.15077330245637252,20,20,20,0,0,True
1,6,redd_house1_6,redd/redd_house1_6.csv,electric furnace,base,train_validation_pool,1,0,12091,False,12091,36273,0,0,0,0,0.0,0,0,0,0,0,True
1,6,redd_house1_6,redd/redd_house1_6.csv,washer dryer,optional_exploratory,train_validation_pool,1,0,12091,True,12091,36273,12091,0,0,0,0.0,0,0,0,0,0,True
1,6,redd_house1_6,redd/redd_house1_6.csv,fridge,base,train_validation_pool,2,12091,24182,True,12091,36273,12091,0,3434,10302,0.2840129021586304,30,30,27,0,0,True
1,6,redd_house1_6,redd/redd_house1_6.csv,microwave,base,train_validation_pool,2,12091,24182,True,12091,36273,12091,0,320,960,0.026465966421305102,20,20,15,0,0,True
1,6,redd_house1_6,redd/redd_house1_6.csv,dish washer,base,train_validation_pool,2,12091,24182,True,12091,36273,12091,0,2,6,0.0001654122901331569,2,2,0,0,0,True
1,6,redd_house1_6,redd/redd_house1_6.csv,electric furnace,base,train_validation_pool,2,12091,24182,False,12091,36273,0,0,0,0,0.0,0,0,0,0,0,True
1,6,redd_house1_6,redd/redd_house1_6.csv,washer dryer,optional_exploratory,train_validation_pool,2,12091,24182,True,12091,36273,12091,0,2625,7875,0.2171036307997684,45,45,45,0,0,True
1,6,redd_house1_6,redd/redd_house1_6.csv,fridge,base,train_validation_pool,3,24182,36273,True,12091,36273,12091,0,2556,7668,0.2113969067901745,14,14,13,0,0,True
1,6,redd_house1_6,redd/redd_house1_6.csv,microwave,base,train_validation_pool,3,24182,36273,True,12091,36273,12091,0,121,363,0.010007443553055993,8,8,7,0,0,True
1,6,redd_house1_6,redd/redd_house1_6.csv,dish washer,base,train_validation_pool,3,24182,36273,True,12091,36273,12091,0,1780,5340,0.14721693821850965,20,20,19,0,0,True
1,6,redd_house1_6,redd/redd_house1_6.csv,electric furnace,base,train_validation_pool,3,24182,36273,False,12091,36273,0,0,0,0,0.0,0,0,0,0,0,True
1,6,redd_house1_6,redd/redd_house1_6.csv,washer dryer,optional_exploratory,train_validation_pool,3,24182,36273,True,12091,36273,12091,0,0,0,0.0,0,0,0,0,0,True
1,7,redd_house1_7,redd/redd_house1_7.csv,fridge,base,train_validation_pool,1,0,10811,True,10811,32433,10811,0,3388,10164,0.313384515770974,16,16,15,0,0,True
1,7,redd_house1_7,redd/redd_house1_7.csv,microwave,base,train_validation_pool,1,0,10811,True,10811,32433,10811,0,144,432,0.013319766904079178,7,7,4,0,0,True
1,7,redd_house1_7,redd/redd_house1_7.csv,dish washer,base,train_validation_pool,1,0,10811,True,10811,32433,10811,0,1,3,9.249838127832763e-05,1,1,0,0,0,True
1,7,redd_house1_7,redd/redd_house1_7.csv,electric furnace,base,train_validation_pool,1,0,10811,False,10811,32433,0,0,0,0,0.0,0,0,0,0,0,True
1,7,redd_house1_7,redd/redd_house1_7.csv,washer dryer,optional_exploratory,train_validation_pool,1,0,10811,True,10811,32433,10811,0,1117,3351,0.10332069188789196,13,13,13,0,0,True
1,7,redd_house1_7,redd/redd_house1_7.csv,fridge,base,train_validation_pool,2,10811,21622,True,10811,32433,10811,0,2211,6633,0.20451392100638238,7,7,7,0,0,True
1,7,redd_house1_7,redd/redd_house1_7.csv,microwave,base,train_validation_pool,2,10811,21622,True,10811,32433,10811,0,54,162,0.004994912589029692,2,2,1,0,0,True
1,7,redd_house1_7,redd/redd_house1_7.csv,dish washer,base,train_validation_pool,2,10811,21622,True,10811,32433,10811,0,0,0,0.0,0,0,0,0,0,True
1,7,redd_house1_7,redd/redd_house1_7.csv,electric furnace,base,train_validation_pool,2,10811,21622,False,10811,32433,0,0,0,0,0.0,0,0,0,0,0,True
1,7,redd_house1_7,redd/redd_house1_7.csv,washer dryer,optional_exploratory,train_validation_pool,2,10811,21622,True,10811,32433,10811,0,0,0,0.0,0,0,0,0,0,True
1,7,redd_house1_7,redd/redd_house1_7.csv,fridge,base,train_validation_pool,3,21622,32433,True,10811,32433,10811,0,2453,7359,0.22689852927573767,8,8,8,0,0,True
1,7,redd_house1_7,redd/redd_house1_7.csv,microwave,base,train_validation_pool,3,21622,32433,True,10811,32433,10811,0,17,51,0.0015724724817315697,1,1,1,0,0,True
1,7,redd_house1_7,redd/redd_house1_7.csv,dish washer,base,train_validation_pool,3,21622,32433,True,10811,32433,10811,0,0,0,0.0,0,0,0,0,0,True
1,7,redd_house1_7,redd/redd_house1_7.csv,electric furnace,base,train_validation_pool,3,21622,32433,False,10811,32433,0,0,0,0,0.0,0,0,0,0,0,True
1,7,redd_house1_7,redd/redd_house1_7.csv,washer dryer,optional_exploratory,train_validation_pool,3,21622,32433,True,10811,32433,10811,0,0,0,0.0,0,0,0,0,0,True
1,8,redd_house1_8,redd/redd_house1_8.csv,fridge,base,train_validation_pool,1,0,8494,True,8494,25482,8494,0,1989,5967,0.23416529314810455,7,6,5,0,1,True
1,8,redd_house1_8,redd/redd_house1_8.csv,microwave,base,train_validation_pool,1,0,8494,True,8494,25482,8494,0,48,144,0.0056510477984459614,1,1,1,0,0,True
1,8,redd_house1_8,redd/redd_house1_8.csv,dish washer,base,train_validation_pool,1,0,8494,True,8494,25482,8494,0,0,0,0.0,0,0,0,0,0,True
1,8,redd_house1_8,redd/redd_house1_8.csv,electric furnace,base,train_validation_pool,1,0,8494,False,8494,25482,0,0,0,0,0.0,0,0,0,0,0,True
1,8,redd_house1_8,redd/redd_house1_8.csv,washer dryer,optional_exploratory,train_validation_pool,1,0,8494,True,8494,25482,8494,0,0,0,0.0,0,0,0,0,0,True
1,8,redd_house1_8,redd/redd_house1_8.csv,fridge,base,train_validation_pool,2,8494,16987,True,8493,25479,8493,0,2545,7635,0.2996585423289768,10,11,9,1,0,True
1,8,redd_house1_8,redd/redd_house1_8.csv,microwave,base,train_validation_pool,2,8494,16987,True,8493,25479,8493,0,40,120,0.0047097609796302835,4,4,3,0,0,True
1,8,redd_house1_8,redd/redd_house1_8.csv,dish washer,base,train_validation_pool,2,8494,16987,True,8493,25479,8493,0,1811,5433,0.2132344283527611,20,19,19,0,1,True
1,8,redd_house1_8,redd/redd_house1_8.csv,electric furnace,base,train_validation_pool,2,8494,16987,False,8493,25479,0,0,0,0,0.0,0,0,0,0,0,True
1,8,redd_house1_8,redd/redd_house1_8.csv,washer dryer,optional_exploratory,train_validation_pool,2,8494,16987,True,8493,25479,8493,0,0,0,0.0,0,0,0,0,0,True
1,8,redd_house1_8,redd/redd_house1_8.csv,fridge,base,train_validation_pool,3,16987,25480,True,8493,25479,8493,0,1849,5547,0.21770870128340986,6,6,6,0,0,True
1,8,redd_house1_8,redd/redd_house1_8.csv,microwave,base,train_validation_pool,3,16987,25480,True,8493,25479,8493,0,0,0,0.0,0,0,0,0,0,True
1,8,redd_house1_8,redd/redd_house1_8.csv,dish washer,base,train_validation_pool,3,16987,25480,True,8493,25479,8493,0,198,594,0.023313316849169905,0,1,0,1,0,True
1,8,redd_house1_8,redd/redd_house1_8.csv,electric furnace,base,train_validation_pool,3,16987,25480,False,8493,25479,0,0,0,0,0.0,0,0,0,0,0,True
1,8,redd_house1_8,redd/redd_house1_8.csv,washer dryer,optional_exploratory,train_validation_pool,3,16987,25480,True,8493,25479,8493,0,0,0,0.0,0,0,0,0,0,True
1,9,redd_house1_9,redd/redd_house1_9.csv,fridge,base,train_validation_pool,1,0,11242,True,11242,33726,11242,0,2995,8985,0.2664116705212596,12,12,11,0,0,True
1,9,redd_house1_9,redd/redd_house1_9.csv,microwave,base,train_validation_pool,1,0,11242,True,11242,33726,11242,0,64,192,0.005692937199786515,6,6,4,0,0,True
1,9,redd_house1_9,redd/redd_house1_9.csv,dish washer,base,train_validation_pool,1,0,11242,True,11242,33726,11242,0,0,0,0.0,0,0,0,0,0,True
1,9,redd_house1_9,redd/redd_house1_9.csv,electric furnace,base,train_validation_pool,1,0,11242,False,11242,33726,0,0,0,0,0.0,0,0,0,0,0,True
1,9,redd_house1_9,redd/redd_house1_9.csv,washer dryer,optional_exploratory,train_validation_pool,1,0,11242,True,11242,33726,11242,0,0,0,0.0,0,0,0,0,0,True
1,9,redd_house1_9,redd/redd_house1_9.csv,fridge,base,train_validation_pool,2,11242,22484,True,11242,33726,11242,0,2510,7530,0.22326988080412738,16,15,13,0,1,True
1,9,redd_house1_9,redd/redd_house1_9.csv,microwave,base,train_validation_pool,2,11242,22484,True,11242,33726,11242,0,64,192,0.005692937199786515,3,3,2,0,0,True
1,9,redd_house1_9,redd/redd_house1_9.csv,dish washer,base,train_validation_pool,2,11242,22484,True,11242,33726,11242,0,1,3,8.89521437466643e-05,1,1,0,0,0,True
1,9,redd_house1_9,redd/redd_house1_9.csv,electric furnace,base,train_validation_pool,2,11242,22484,False,11242,33726,0,0,0,0,0.0,0,0,0,0,0,True
1,9,redd_house1_9,redd/redd_house1_9.csv,washer dryer,optional_exploratory,train_validation_pool,2,11242,22484,True,11242,33726,11242,0,0,0,0.0,0,0,0,0,0,True
1,9,redd_house1_9,redd/redd_house1_9.csv,fridge,base,train_validation_pool,3,22484,33725,True,11241,33723,11241,0,2272,6816,0.20211724935503958,10,11,8,1,0,True
1,9,redd_house1_9,redd/redd_house1_9.csv,microwave,base,train_validation_pool,3,22484,33725,True,11241,33723,11241,0,106,318,0.009429766035050262,7,7,4,0,0,True
1,9,redd_house1_9,redd/redd_house1_9.csv,dish washer,base,train_validation_pool,3,22484,33725,True,11241,33723,11241,0,0,0,0.0,0,0,0,0,0,True
1,9,redd_house1_9,redd/redd_house1_9.csv,electric furnace,base,train_validation_pool,3,22484,33725,False,11241,33723,0,0,0,0,0.0,0,0,0,0,0,True
1,9,redd_house1_9,redd/redd_house1_9.csv,washer dryer,optional_exploratory,train_validation_pool,3,22484,33725,True,11241,33723,11241,0,0,0,0.0,0,0,0,0,0,True
1,10,redd_house1_10,redd/redd_house1_10.csv,fridge,base,train_validation_pool,1,0,9739,True,9739,29217,9739,0,3125,9375,0.32087483314508675,21,20,19,0,1,True
1,10,redd_house1_10,redd/redd_house1_10.csv,microwave,base,train_validation_pool,1,0,9739,True,9739,29217,9739,0,348,1044,0.03573262141903686,14,14,11,0,0,True
1,10,redd_house1_10,redd/redd_house1_10.csv,dish washer,base,train_validation_pool,1,0,9739,True,9739,29217,9739,0,2,6,0.00020535989321285552,2,2,0,0,0,True
1,10,redd_house1_10,redd/redd_house1_10.csv,electric furnace,base,train_validation_pool,1,0,9739,False,9739,29217,0,0,0,0,0.0,0,0,0,0,0,True
1,10,redd_house1_10,redd/redd_house1_10.csv,washer dryer,optional_exploratory,train_validation_pool,1,0,9739,True,9739,29217,9738,1,0,0,0.0,0,0,0,0,0,True
1,10,redd_house1_10,redd/redd_house1_10.csv,fridge,base,train_validation_pool,2,9739,19478,True,9739,29217,9739,0,2318,6954,0.23801211623369956,11,12,10,1,0,True
1,10,redd_house1_10,redd/redd_house1_10.csv,microwave,base,train_validation_pool,2,9739,19478,True,9739,29217,9739,0,92,276,0.009446555087791355,3,3,3,0,0,True
1,10,redd_house1_10,redd/redd_house1_10.csv,dish washer,base,train_validation_pool,2,9739,19478,True,9739,29217,9739,0,1873,5619,0.19231953999383922,20,20,19,0,0,True
1,10,redd_house1_10,redd/redd_house1_10.csv,electric furnace,base,train_validation_pool,2,9739,19478,False,9739,29217,0,0,0,0,0.0,0,0,0,0,0,True
