house,segment_id,row_in_segment,block,CE appliance,dish washer,electric furnace,electric space heater,fridge,microwave,washer dryer,waste disposal unit,main
5,redd_house5_0,28,B1,45.0,0.0,309.0,1673.0,0.0,3.0,2.5,0.0,6069.11035156
5,redd_house5_0,29,B1,47.5,0.0,311.0,1676.0,0.0,4.0,0.0,0.0,6056.54003906
5,redd_house5_0,30,B1,45.0,0.0,349.0,1673.0,0.0,3.0,0.0,0.0,6068.95996094
5,redd_house5_0,31,B1,45.0,0.0,350.0,1677.0,0.0,3.0,0.0,0.0,6062.0
5,redd_house5_0,32,B1,45.0,0.0,351.0,1677.0,0.0,3.0,2.5,0.0,6077.14013672
5,redd_house5_0,33,B1,45.0,0.0,348.0,1677.0,0.0,3.0,2.5,0.0,6082.25976562
5,redd_house5_0,34,B1,45.0,0.0,306.0,1678.0,0.0,3.0,0.0,0.0,6068.03027344
5,redd_house5_0,35,B1,45.0,0.0,300.0,1678.0,0.0,4.0,0.0,0.0,6075.16015625
5,redd_house5_0,36,B1,45.0,0.0,336.0,1682.0,0.0,4.0,2.5,0.0,6070.91992188
5,redd_house5_0,37,B1,45.0,0.0,336.0,1682.0,0.0,4.0,2.5,0.0,6070.91992188
5,redd_house5_0,38,B1,45.0,0.0,328.0,1682.0,0.0,4.0,2.5,0.0,6075.54980469
5,redd_house5_0,39,B1,45.0,0.0,321.0,1675.0,0.0,4.0,2.5,0.0,6058.85009766
5,redd_house5_0,40,B1,45.0,0.0,305.0,1680.0,0.0,4.0,2.5,0.0,6083.46972656
5,redd_house5_0,41,B1,45.0,0.0,310.0,1676.0,0.0,5.0,0.0,0.0,6048.91015625
5,redd_house5_0,42,B1,45.0,0.0,304.0,1670.0,0.0,4.0,2.5,1.0,6060.35986328
5,redd_house5_0,43,B1,45.0,0.0,299.0,1668.0,0.0,4.0,0.0,0.0,6076.81005859
5,redd_house5_0,44,B1,45.0,0.0,309.0,1674.0,0.0,4.0,0.0,0.0,6065.46972656
5,redd_house5_0,45,B1,45.0,0.0,310.0,1671.0,0.0,4.0,0.0,0.0,6064.04980469
5,redd_house5_0,46,B1,45.0,0.0,313.0,1671.0,0.0,4.0,0.0,0.0,6059.52001953
5,redd_house5_0,47,B1,42.5,0.0,316.0,1673.0,0.0,4.0,0.0,0.0,6059.25
5,redd_house5_0,48,B1,45.0,0.0,306.0,1667.0,0.0,4.0,2.5,0.0,6040.83984375
5,redd_house5_0,49,B1,45.0,0.0,303.0,1670.0,0.0,3.0,2.5,0.0,6055.72998047
5,redd_house5_0,50,B1,45.0,0.0,308.0,1675.0,0.0,3.0,0.0,0.0,6063.73046875
5,redd_house5_0,51,B1,45.0,0.0,312.0,1670.0,0.0,3.0,0.0,0.0,6078.03027344
5,redd_house5_0,52,B1,45.0,0.0,310.0,1674.0,0.0,4.0,0.0,0.0,6062.0
5,redd_house5_0,53,B1,42.5,0.0,299.0,1674.0,0.0,4.0,0.0,0.0,6062.31005859
5,redd_house5_0,54,B1,45.0,0.0,302.0,1674.0,0.0,4.0,0.0,0.0,6059.27001953
5,redd_house5_0,55,B1,45.0,0.0,302.0,1674.0,0.0,4.0,0.0,0.0,6059.27001953
5,redd_house5_0,56,B1,45.0,0.0,324.0,1674.0,0.0,4.0,0.0,0.0,6055.46972656
5,redd_house5_0,57,B1,45.0,0.0,310.0,1673.0,0.0,4.0,0.0,0.0,6051.28027344
5,redd_house5_0,58,B1,45.0,0.0,313.0,1672.0,0.0,4.0,0.0,0.0,6061.61035156
5,redd_house5_0,59,B1,45.0,0.0,312.0,1677.0,0.0,4.0,0.0,0.0,6070.28027344
5,redd_house5_0,60,B1,47.5,0.0,317.0,1675.0,0.0,4.0,0.0,0.0,6056.16015625
5,redd_house5_0,61,B1,45.0,0.0,334.0,1678.0,0.0,4.0,0.0,0.0,6062.77001953
5,redd_house5_0,62,B1,45.0,0.0,328.0,1681.0,0.0,4.0,0.0,0.0,6058.0
5,redd_house5_0,63,B1,42.5,0.0,335.0,1682.0,0.0,3.0,0.0,0.0,6070.66015625
5,redd_house5_0,64,B1,45.0,0.0,340.0,1682.0,0.0,3.0,0.0,0.0,6068.83007812
5,redd_house5_0,65,B1,42.5,0.0,313.0,1684.0,0.0,3.0,0.0,0.0,6099.46972656
5,redd_house5_0,66,B1,45.0,0.0,316.0,1684.0,0.0,4.0,0.0,0.0,6095.24023438
5,redd_house5_0,67,B1,45.0,0.0,314.0,1680.0,0.0,4.0,0.0,0.0,6091.53027344
5,redd_house5_0,68,B1,45.0,0.0,317.0,1678.0,0.0,4.0,0.0,0.0,6093.76953125
5,redd_house5_0,69,B1,45.0,0.0,350.0,1679.0,0.0,3.0,0.0,0.0,6098.9296875
5,redd_house5_0,70,B1,45.0,0.0,345.0,1679.0,0.0,4.0,0.0,0.0,6097.10009766
5,redd_house5_0,71,B1,45.0,0.0,314.0,1678.0,0.0,4.0,0.0,0.0,6089.87011719
5,redd_house5_0,72,B1,45.0,0.0,314.0,1678.0,0.0,4.0,0.0,0.0,6089.87011719
5,redd_house5_0,73,B1,45.0,0.0,316.0,1677.0,0.0,4.0,0.0,0.0,6083.12988281
5,redd_house5_0,74,B1,47.5,0.0,341.0,1677.0,0.0,4.0,0.0,0.0,6075.06005859
5,redd_house5_0,75,B1,47.5,0.0,313.0,1682.0,0.0,4.0,0.0,0.0,6085.70019531
5,redd_house5_0,76,B1,45.0,0.0,308.0,1673.0,0.0,4.0,0.0,0.0,6071.19042969
5,redd_house5_0,77,B1,45.0,0.0,310.0,1675.0,0.0,4.0,0.0,0.0,6074.25
5,redd_house5_0,78,B1,45.0,0.0,301.0,1673.0,0.0,4.0,0.0,0.0,6080.56005859
5,redd_house5_0,79,B1,45.0,0.0,355.0,1673.0,0.0,3.0,0.0,0.0,6079.31005859
5,redd_house5_0,80,B1,45.0,0.0,350.0,1670.0,0.0,3.0,2.5,0.0,6087.0
5,redd_house5_0,81,B1,45.0,0.0,344.0,1672.0,0.0,3.0,2.5,0.0,6078.29003906
5,redd_house5_0,82,B1,45.0,0.0,311.0,1672.0,0.0,3.0,2.5,0.0,6072.4296875
5,redd_house5_0,83,B1,45.0,0.0,310.0,1665.0,0.0,4.0,0.0,0.0,6072.81005859
5,redd_house5_0,84,B1,42.5,0.0,310.0,1674.0,0.0,3.0,0.0,0.0,6080.52978516
5,redd_house5_0,85,B1,45.0,0.0,312.0,1673.0,0.0,3.0,0.0,0.0,6082.37988281
5,redd_house5_0,86,B1,45.0,0.0,328.0,1676.0,0.0,3.0,0.0,0.0,6072.77001953
5,redd_house5_0,87,B1,50.0,0.0,302.0,1677.0,0.0,3.0,2.5,0.0,6089.75976562
5,redd_house5_0,88,B1,45.0,0.0,306.0,1669.0,0.0,4.0,0.0,0.0,6089.54980469
5,redd_house5_0,89,B1,45.0,0.0,306.0,1669.0,0.0,4.0,0.0,0.0,6089.54980469
5,redd_house5_0,90,B1,45.0,0.0,306.0,1669.0,0.0,4.0,0.0,0.0,6089.54980469
5,redd_house5_0,91,B1,45.0,0.0,309.0,1675.0,0.0,4.0,0.0,0.0,6095.08984375
5,redd_house5_0,92,B1,45.0,0.0,308.0,1675.0,0.0,4.0,0.0,0.0,6109.62988281
5,redd_house5_0,93,B1,45.0,0.0,315.0,1672.0,0.0,4.0,0.0,0.0,6103.85986328
5,redd_house5_0,94,B1,42.5,0.0,321.0,1684.0,0.0,4.0,0.0,0.0,6122.89990234
5,redd_house5_0,95,B1,47.5,0.0,312.0,1679.0,0.0,4.0,2.5,0.0,6101.75
5,redd_house5_0,96,B1,45.0,0.0,314.0,1683.0,0.0,4.0,0.0,0.0,6117.97998047
5,redd_house5_0,97,B1,45.0,0.0,308.0,1681.0,0.0,4.0,0.0,0.0,6125.16015625
5,redd_house5_0,98,B1,45.0,0.0,314.0,1680.0,0.0,3.0,0.0,0.0,6106.4296875
5,redd_house5_0,99,B1,45.0,0.0,314.0,1680.0,0.0,4.0,0.0,0.0,6110.87011719
5,redd_house5_0,100,B1,50.0,0.0,305.0,1685.0,0.0,3.0,2.5,0.0,6095.87011719
5,redd_house5_0,101,B1,45.0,0.0,303.0,1682.0,0.0,4.0,0.0,0.0,6097.46972656
5,redd_house5_0,102,B1,45.0,0.0,312.0,1686.0,0.0,4.0,0.0,1.0,6103.91015625
5,redd_house5_0,103,B1,45.0,0.0,311.0,1683.0,0.0,3.0,0.0,0.0,6105.24023438
5,redd_house5_0,104,B1,45.0,0.0,331.0,1687.0,0.0,3.0,0.0,0.0,6118.37988281
5,redd_house5_0,105,B1,42.5,0.0,314.0,1683.0,0.0,3.0,2.5,0.0,6115.1796875
5,redd_house5_0,106,B1,45.0,0.0,312.0,1682.0,0.0,3.0,0.0,0.0,6112.49023438
5,redd_house5_0,107,B1,45.0,0.0,312.0,1682.0,0.0,3.0,0.0,0.0,6112.49023438
5,redd_house5_0,108,B1,45.0,0.0,312.0,1682.0,0.0,3.0,0.0,0.0,6112.49023438
5,redd_house5_0,109,B1,45.0,0.0,316.0,1686.0,0.0,3.0,0.0,0.0,6098.89990234
5,redd_house5_0,110,B1,45.0,0.0,306.0,1687.0,0.0,4.0,0.0,0.0,6108.99023438
5,redd_house5_0,111,B1,45.0,0.0,317.0,1680.0,0.0,4.0,0.0,0.0,6101.18994141
5,redd_house5_0,112,B1,45.0,0.0,313.0,1680.0,0.0,3.0,0.0,0.0,6094.1796875
5,redd_house5_0,113,B1,50.0,0.0,396.0,1681.0,0.0,4.0,0.0,0.0,6239.10009766
5,redd_house5_0,114,B1,47.5,0.0,398.0,1678.0,0.0,3.0,2.5,0.0,6222.36035156
5,redd_house5_0,115,B1,45.0,0.0,393.0,1675.0,0.0,4.0,2.5,0.0,6229.12988281
5,redd_house5_0,116,B1,45.0,0.0,383.0,1677.0,0.0,3.0,0.0,0.0,6224.87011719
5,redd_house5_0,117,B1,50.0,0.0,302.0,1679.0,0.0,3.0,0.0,0.0,6183.22998047
5,redd_house5_0,118,B1,45.0,0.0,313.0,1681.0,0.0,4.0,0.0,1.0,6108.25
5,redd_house5_0,119,B1,45.0,0.0,309.0,1678.0,0.0,4.0,0.0,0.0,6108.53027344
5,redd_house5_0,120,B1,45.0,0.0,309.0,1678.0,0.0,3.0,0.0,0.0,6106.68994141
5,redd_house5_0,121,B1,45.0,0.0,308.0,1679.0,0.0,4.0,0.0,0.0,6101.83984375
5,redd_house5_0,122,B1,50.0,0.0,317.0,1680.0,0.0,3.0,0.0,0.0,6104.62988281
5,redd_house5_0,123,B1,45.0,0.0,300.0,1679.0,0.0,3.0,0.0,0.0,6104.41015625
5,redd_house5_0,124,B1,50.0,0.0,321.0,1683.0,0.0,3.0,0.0,0.0,6099.97998047
5,redd_house5_0,125,B1,50.0,0.0,321.0,1683.0,0.0,3.0,0.0,0.0,6099.97998047
5,redd_house5_0,126,B1,45.0,0.0,320.0,1681.0,0.0,3.0,0.0,0.0,6096.8203125
5,redd_house5_0,127,B1,45.0,0.0,318.0,1676.0,0.0,3.0,0.0,0.0,6099.65039062
5,redd_house5_0,128,B1,45.0,0.0,351.0,1680.0,0.0,3.0,0.0,0.0,6101.97998047
5,redd_house5_0,129,B1,45.0,0.0,336.0,1680.0,0.0,3.0,0.0,0.0,6103.06005859
5,redd_house5_0,130,B1,45.0,0.0,340.0,1680.0,0.0,4.0,0.0,0.0,6110.4296875
5,redd_house5_0,131,B1,45.0,0.0,310.0,1683.0,0.0,3.0,0.0,0.0,6100.1796875
5,redd_house5_0,132,B1,45.0,0.0,311.0,1682.0,0.0,4.0,0.0,0.0,6096.16992188
5,redd_house5_0,133,B1,45.0,0.0,318.0,1681.0,0.0,4.0,0.0,0.0,6104.37011719
5,redd_house5_0,134,B1,45.0,0.0,316.0,1684.0,0.0,4.0,0.0,0.0,6110.0703125
5,redd_house5_0,135,B1,50.0,0.0,320.0,1680.0,0.0,4.0,0.0,0.0,6119.97021484
5,redd_house5_0,136,B1,42.5,0.0,329.0,1675.0,0.0,4.0,0.0,0.0,6095.35986328
5,redd_house5_0,137,B1,45.0,0.0,328.0,1680.0,0.0,4.0,0.0,0.0,6098.5
5,redd_house5_0,138,B1,42.5,0.0,319.0,1682.0,0.0,4.0,0.0,0.0,6093.50976562
5,redd_house5_0,139,B1,42.5,0.0,350.0,1682.0,0.0,3.0,0.0,0.0,6098.99023438
5,redd_house5_0,140,B1,45.0,0.0,346.0,1679.0,0.0,5.0,2.5,0.0,6091.25
5,redd_house5_0,141,B1,45.0,0.0,351.0,1675.0,0.0,4.0,2.5,0.0,6091.83007812
5,redd_house5_0,142,B1,45.0,0.0,351.0,1675.0,0.0,4.0,2.5,0.0,6091.83007812
5,redd_house5_0,143,B1,45.0,0.0,351.0,1675.0,0.0,4.0,2.5,0.0,6091.83007812
5,redd_house5_0,144,B1,45.0,0.0,350.0,1675.0,0.0,5.0,0.0,0.0,6083.12011719
5,redd_house5_0,145,B1,42.5,0.0,351.0,1671.0,0.0,4.0,2.5,0.0,6089.16015625
5,redd_house5_0,146,B1,42.5,0.0,311.0,1674.0,0.0,4.0,0.0,0.0,6106.16992188
5,redd_house5_0,147,B1,42.5,0.0,334.0,1673.0,0.0,3.0,2.5,0.0,6088.97998047
5,redd_house5_0,148,B1,42.5,0.0,353.0,1674.0,0.0,3.0,2.5,0.0,6079.03027344
5,redd_house5_0,149,B1,42.5,0.0,343.0,1674.0,0.0,3.0,2.5,0.0,6083.41015625
5,redd_house5_0,150,B1,45.0,0.0,341.0,1672.0,0.0,4.0,2.5,0.0,6079.06005859
5,redd_house5_0,151,B1,45.0,0.0,336.0,1673.0,0.0,3.0,2.5,0.0,6081.8203125
5,redd_house5_0,152,B1,42.5,0.0,311.0,1676.0,0.0,3.0,2.5,0.0,6093.12988281
5,redd_house5_0,153,B1,45.0,0.0,312.0,1675.0,0.0,3.0,2.5,0.0,6078.3203125
5,redd_house5_0,154,B1,42.5,0.0,307.0,1671.0,0.0,3.0,0.0,0.0,6079.99023438
5,redd_house5_0,155,B1,45.0,0.0,309.0,1671.0,0.0,4.0,0.0,0.0,6073.75
5,redd_house5_0,156,B1,42.5,0.0,356.0,1671.0,0.0,4.0,0.0,0.0,6082.86035156
5,redd_house5_0,157,B1,42.5,0.0,345.0,1669.0,0.0,4.0,2.5,0.0,6182.49023438
5,redd_house5_0,158,B1,45.0,0.0,306.0,1669.0,0.0,4.0,2.5,0.0,6180.81005859
5,redd_house5_0,159,B1,45.0,0.0,311.0,1666.0,0.0,3.0,0.0,0.0,6171.19042969
5,redd_house5_0,160,B1,45.0,0.0,311.0,1666.0,0.0,3.0,0.0,0.0,6171.19042969
5,redd_house5_0,161,B1,45.0,0.0,311.0,1666.0,0.0,3.0,0.0,0.0,6171.19042969
5,redd_house5_0,162,B1,45.0,0.0,317.0,1668.0,0.0,3.0,0.0,0.0,6168.91015625
5,redd_house5_0,163,B1,45.0,0.0,314.0,1665.0,0.0,4.0,2.5,0.0,6171.54003906
5,redd_house5_0,164,B1,45.0,0.0,307.0,1671.0,0.0,3.0,2.5,0.0,6174.02001953
5,redd_house5_0,165,B1,45.0,0.0,310.0,1667.0,0.0,3.0,2.5,0.0,6169.91992188
5,redd_house5_0,166,B1,45.0,0.0,301.0,1665.0,0.0,4.0,0.0,0.0,6171.37011719
5,redd_house5_0,167,B1,45.0,0.0,296.0,1668.0,0.0,3.0,0.0,0.0,6177.64013672
5,redd_house5_0,168,B1,45.0,0.0,300.0,1668.0,0.0,4.0,0.0,0.0,6174.12011719
5,redd_house5_0,169,B1,45.0,0.0,312.0,1662.0,0.0,4.0,0.0,0.0,6155.12988281
5,redd_house5_0,170,B1,45.0,0.0,311.0,1666.0,0.0,4.0,0.0,0.0,6171.49023438
5,redd_house5_0,171,B1,45.0,0.0,315.0,1665.0,0.0,4.0,0.0,0.0,6171.45019531
5,redd_house5_0,172,B1,45.0,0.0,310.0,1670.0,0.0,3.0,0.0,0.0,6069.81005859
5,redd_house5_0,173,B1,45.0,0.0,311.0,1670.0,0.0,3.0,0.0,0.0,6056.87988281
5,redd_house5_0,174,B1,45.0,0.0,299.0,1670.0,0.0,3.0,0.0,0.0,6061.4296875
5,redd_house5_0,175,B1,45.0,0.0,293.0,1674.0,0.0,3.0,0.0,0.0,6062.62011719
5,redd_house5_0,176,B1,47.5,0.0,296.0,1671.0,0.0,3.0,0.0,0.0,6063.60009766
5,redd_house5_0,177,B1,45.0,0.0,326.0,1675.0,0.0,3.0,0.0,0.0,6070.70019531
5,redd_house5_0,178,B1,45.0,0.0,326.0,1675.0,0.0,3.0,0.0,0.0,6070.70019531
5,redd_house5_0,179,B1,45.0,0.0,335.0,1674.0,0.0,3.0,0.0,0.0,6074.14990234
5,redd_house5_0,180,B1,45.0,0.0,311.0,1673.0,0.0,3.0,0.0,0.0,6083.53027344
5,redd_house5_0,181,B1,45.0,0.0,311.0,1673.0,0.0,3.0,0.0,0.0,6078.35986328
5,redd_house5_0,182,B1,45.0,0.0,314.0,1665.0,1.0,4.0,0.0,0.0,6083.10009766
5,redd_house5_0,183,B1,45.0,0.0,314.0,1665.0,0.0,3.0,0.0,0.0,6103.12011719
5,redd_house5_0,184,B1,45.0,0.0,315.0,1673.0,0.0,3.0,0.0,0.0,6085.5
5,redd_house5_0,185,B1,45.0,0.0,318.0,1668.0,0.0,3.0,0.0,0.0,6085.45019531
5,redd_house5_0,186,B1,45.0,0.0,318.0,1668.0,0.0,3.0,0.0,0.0,6053.31982422
5,redd_house5_0,187,B1,45.0,0.0,315.0,1667.0,0.0,3.0,0.0,0.0,6097.0703125
5,redd_house5_0,188,B1,45.0,0.0,335.0,1665.0,0.0,3.0,0.0,0.0,6078.25
5,redd_house5_0,189,B1,45.0,0.0,336.0,1662.0,0.0,3.0,0.0,0.0,6051.00976562
5,redd_house5_0,190,B1,45.0,0.0,343.0,1660.0,0.0,4.0,0.0,0.0,6080.5703125
5,redd_house5_0,191,B1,45.0,0.0,349.0,1662.0,0.0,3.0,0.0,0.0,6061.35986328
5,redd_house5_0,192,B1,45.0,0.0,312.0,1663.0,0.0,3.0,0.0,0.0,6060.20996094
5,redd_house5_0,193,B1,45.0,0.0,319.0,1663.0,0.0,4.0,0.0,0.0,6068.79003906
5,redd_house5_0,194,B1,45.0,0.0,345.0,1661.0,0.0,3.0,2.5,0.0,6050.28027344
5,redd_house5_0,195,B1,45.0,0.0,345.0,1661.0,0.0,3.0,2.5,0.0,6050.28027344
5,redd_house5_0,196,B1,45.0,0.0,340.0,1661.0,0.0,4.0,2.5,0.0,6066.0
5,redd_house5_0,197,B1,45.0,0.0,311.0,1666.0,0.0,4.0,0.0,0.0,6052.78027344
5,redd_house5_0,198,B1,45.0,0.0,310.0,1659.0,0.0,3.0,0.0,0.0,6064.24023438
5,redd_house5_0,199,B1,42.5,0.0,308.0,1665.0,0.0,4.0,0.0,0.0,6074.15039062
5,redd_house5_0,200,B1,45.0,0.0,308.0,1661.0,0.0,4.0,0.0,0.0,6069.08984375
5,redd_house5_0,201,B1,45.0,0.0,315.0,1669.0,0.0,3.0,0.0,0.0,6056.41015625
5,redd_house5_0,202,B1,45.0,0.0,305.0,1666.0,0.0,3.0,0.0,0.0,6059.35009766
5,redd_house5_0,203,B1,45.0,0.0,307.0,1666.0,0.0,3.0,0.0,0.0,6057.39990234
5,redd_house5_0,204,B1,52.5,0.0,307.0,1666.0,0.0,3.0,0.0,0.0,6058.43994141
5,redd_house5_0,205,B1,45.0,0.0,319.0,1669.0,0.0,3.0,0.0,0.0,6049.91992188
5,redd_house5_0,206,B1,45.0,0.0,314.0,1666.0,0.0,3.0,2.5,0.0,6066.62011719
5,redd_house5_0,207,B1,45.0,0.0,320.0,1669.0,0.0,4.0,0.0,0.0,6060.54003906
5,redd_house5_0,208,B1,42.5,0.0,311.0,1665.0,0.0,4.0,2.5,0.0,6060.24023438
5,redd_house5_0,209,B1,45.0,0.0,304.0,1664.0,0.0,4.0,0.0,1.0,6070.14990234
5,redd_house5_0,210,B1,50.0,0.0,309.0,1664.0,0.0,3.0,0.0,0.0,6056.85009766
5,redd_house5_0,211,B1,47.5,0.0,295.0,1662.0,0.0,3.0,0.0,0.0,6071.87988281
5,redd_house5_0,212,B1,47.5,0.0,295.0,1662.0,0.0,3.0,0.0,0.0,6071.87988281
5,redd_house5_0,213,B1,45.0,0.0,295.0,1662.0,0.0,4.0,0.0,0.0,6057.97998047
5,redd_house5_0,214,B1,45.0,0.0,301.0,1666.0,0.0,4.0,0.0,0.0,6045.33984375
5,redd_house5_0,215,B1,45.0,0.0,303.0,1663.0,0.0,3.0,0.0,0.0,6062.8203125
5,redd_house5_0,216,B1,47.5,0.0,308.0,1668.0,0.0,3.0,0.0,0.0,6045.87988281
5,redd_house5_0,217,B1,45.0,0.0,309.0,1668.0,0.0,3.0,0.0,0.0,6061.5703125
5,redd_house5_0,218,B1,45.0,0.0,309.0,1664.0,0.0,3.0,0.0,0.0,6063.1796875
5,redd_house5_0,219,B1,47.5,0.0,313.0,1664.0,0.0,4.0,0.0,0.0,6064.16992188
5,redd_house5_0,220,B1,45.0,0.0,305.0,1666.0,0.0,4.0,0.0,0.0,6065.0
5,redd_house5_0,221,B1,47.5,0.0,334.0,1663.0,0.0,3.0,0.0,0.0,6041.79003906
5,redd_house5_0,222,B1,45.0,0.0,330.0,1665.0,0.0,4.0,0.0,0.0,6033.21972656
5,redd_house5_0,223,B1,42.5,0.0,338.0,1662.0,0.0,3.0,0.0,0.0,6044.27978516
5,redd_house5_0,224,B1,42.5,0.0,342.0,1658.0,0.0,3.0,0.0,0.0,6034.87011719
5,redd_house5_0,225,B1,45.0,0.0,310.0,1664.0,0.0,3.0,0.0,0.0,6040.58984375
5,redd_house5_0,226,B1,45.0,0.0,310.0,1663.0,0.0,3.0,0.0,0.0,6042.62988281
5,redd_house5_0,227,B1,45.0,0.0,313.0,1663.0,0.0,3.0,0.0,0.0,6045.29003906
5,redd_house5_0,228,B1,50.0,0.0,343.0,1663.0,0.0,4.0,0.0,0.0,6031.78027344
5,redd_house5_0,229,B1,50.0,0.0,343.0,1663.0,0.0,4.0,0.0,0.0,6031.78027344
5,redd_house5_0,230,B1,50.0,0.0,343.0,1663.0,0.0,4.0,0.0,0.0,6031.78027344
5,redd_house5_0,231,B1,45.0,0.0,338.0,1660.0,0.0,4.0,2.5,0.0,6034.45996094
5,redd_house5_0,232,B1,45.0,0.0,324.0,1666.0,0.0,4.0,2.5,0.0,6033.71972656
5,redd_house5_0,233,B1,45.0,0.0,306.0,1661.0,0.0,4.0,2.5,0.0,6030.5
5,redd_house5_0,234,B1,42.5,0.0,308.0,1665.0,0.0,4.0,0.0,1.0,6040.09960938
5,redd_house5_0,235,B1,45.0,0.0,307.0,1663.0,0.0,4.0,0.0,0.0,6028.49023438
5,redd_house5_0,236,B1,52.5,0.0,341.0,1665.0,0.0,4.0,2.5,0.0,6038.36035156
5,redd_house5_0,237,B1,45.0,0.0,332.0,1664.0,0.0,3.0,2.5,0.0,6033.72998047
5,redd_house5_0,238,B1,45.0,0.0,310.0,1664.0,0.0,3.0,2.5,0.0,6021.62988281
5,redd_house5_0,239,B1,45.0,0.0,295.0,1664.0,0.0,4.0,0.0,0.0,6030.3203125
5,redd_house5_0,240,B1,45.0,0.0,300.0,1661.0,0.0,3.0,2.5,0.0,6035.38964844
5,redd_house5_0,241,B1,45.0,0.0,302.0,1659.0,0.0,3.0,2.5,0.0,6033.28027344
5,redd_house5_0,242,B1,45.0,0.0,301.0,1665.0,0.0,5.0,0.0,0.0,6034.68994141
5,redd_house5_0,243,B1,45.0,0.0,307.0,1661.0,0.0,4.0,0.0,0.0,6034.83007812
5,redd_house5_0,244,B1,45.0,0.0,310.0,1657.0,0.0,4.0,0.0,0.0,6030.04980469
5,redd_house5_0,245,B1,45.0,0.0,311.0,1662.0,0.0,4.0,0.0,0.0,6028.54003906
5,redd_house5_0,246,B1,45.0,0.0,302.0,1662.0,0.0,3.0,0.0,0.0,6034.96972656
5,redd_house5_0,247,B1,45.0,0.0,306.0,1658.0,0.0,4.0,0.0,0.0,6029.53027344
5,redd_house5_0,248,B1,45.0,0.0,306.0,1658.0,0.0,4.0,0.0,0.0,6029.53027344
5,redd_house5_0,249,B1,45.0,0.0,305.0,1658.0,0.0,4.0,0.0,0.0,6028.36035156
5,redd_house5_0,250,B1,45.0,0.0,310.0,1656.0,0.0,3.0,0.0,0.0,6024.78027344
5,redd_house5_0,251,B1,45.0,0.0,316.0,1657.0,0.0,4.0,0.0,0.0,6030.25
5,redd_house5_0,252,B1,45.0,0.0,297.0,1651.0,0.0,4.0,0.0,0.0,6031.31982422
